site,plot,species,diameter,height,weight
63,a,PG14,1.4,14,0.23
63,d,Poa secunda,1.5,4,0.23
64,c,Poa secunda,0.3,13,0.23
65,b,PG19,1.3,21,0.23
65,c,PG18,1.5,15,0.23
66,a,Poa secunda,2.3,3,0.23
66,b,Elymus elymoides,1,10,0.23
66,d,Elymus elymoides,1.2,17,0.23
68,c,Poa secunda,2.4,3,0.23
68,d,Poa secunda,3.3,5,0.23
53,b,Elymus elymoides,1.3,10,0.24
53,b,Poa secunda,4.5,8,0.24
55,b,Poa secunda,1.2,8,0.24
57,a,Poa secunda,2.4,5,0.24
59,c,Poa secunda,0.7,8,0.24
59,d,Poa secunda,1.3,5,0.24
59,d,Poa secunda,0.8,5,0.24
60,a,Poa secunda,1,4,0.24
60,a,Poa secunda,0.8,11,0.24
60,b,Poa secunda,1.9,3,0.24
61,a,Poa secunda,1.3,12,0.24
61,a,Poa secunda,2.3,3,0.24
61,b,Poa secunda,2.1,7,0.24
61,c,Poa secunda,2.5,5,0.24
61,c,Poa secunda,2.7,2,0.24
62,a,Poa secunda,2.5,5,0.24
62,a,Poa secunda,4.2,3,0.24
62,c,Poa secunda,2.7,5,0.24
62,d,PG11,2.5,17,0.24
64,a,Poa secunda,1.5,5,0.24
65,a,PG19,1.3,23,0.24
65,c,PG19,1.6,19,0.24
66,b,Elymus elymoides,1.7,9,0.24
66,d,Elymus elymoides,0.7,12,0.24
66,d,Elymus elymoides,0.6,13,0.24
67,c,Pseudoroegneria spicata,0.5,21,0.24
68,b,Poa secunda,1.6,9,0.24
68,c,Hesperostipa comata,2,9,0.24
52,a,Elymus elymoides,2.6,6,0.25
53,c,Poa secunda,1.4,3,0.25
53,c,Poa secunda,3.1,4,0.25
55,a,Poa secunda,1.9,3,0.25
57,c,Hesperostipa comata,2,14,0.25
58,a,Elymus elymoides,0.9,7,0.25
58,c,Elymus elymoides,0.7,21,0.25
59,b,Poa secunda,1.4,5,0.25
59,b,Poa secunda,1.3,4,0.25
59,d,Elymus elymoides,1.3,17,0.25
61,a,Poa secunda,3,3,0.25
61,a,Poa secunda,2,4,0.25
62,d,Poa secunda,5,5,0.25
63,b,Poa secunda,3,9,0.25
63,b,Poa secunda,1.9,4,0.25
63,c,Poa secunda,1.5,5,0.25
64,a,Hesperostipa comata,2.2,8,0.25
64,a,Achnatherum hymenoides,0.7,20,0.25
65,a,PG19,1.3,13,0.25
65,a,Hesperostipa comata,2.2,11,0.25
65,b,PG19,1.1,18,0.25
65,c,Hesperostipa comata,1.2,18,0.25
66,a,Poa secunda,2.9,4,0.25
66,d,Elymus elymoides,1,10,0.25
67,b,Poa secunda,1.7,7,0.25
68,a,Poa secunda,3.8,3,0.25
68,b,Hesperostipa comata,1.3,12,0.25
68,b,Poa secunda,5.8,5,0.25
53,c,Poa secunda,1.5,11,0.26
54,d,Elymus elymoides,0.3,26,0.26
55,c,Poa secunda,1.8,9,0.26
56,b,Poa secunda,3.8,6,0.26
57,b,Poa secunda,1.2,5,0.26
58,b,Elymus elymoides,0.7,11,0.26
58,d,Achnatherum hymenoides,0.5,21,0.26
59,b,Poa secunda,1.8,3,0.26
60,b,Poa secunda,1.2,4,0.26
62,c,Poa secunda,0.9,8,0.26
62,c,PG11,1.3,16,0.26
63,a,Poa secunda,1.6,13,0.26
63,a,Poa secunda,2.1,5,0.26
63,b,Poa secunda,2.6,5,0.26
63,b,Poa secunda,3.1,4,0.26
65,a,PG18,1.7,10,0.26
65,c,PG19,0.4,19,0.26
67,b,Poa secunda,4,3,0.26
67,b,Poa secunda,0.7,6,0.26
52,b,Elymus elymoides,2.3,12,0.27
53,b,Poa secunda,1.4,5,0.27
53,c,Poa secunda,2.3,5,0.27
53,c,Poa secunda,3.2,4,0.27
53,d,Elymus elymoides,0.7,12,0.27
53,d,Hesperostipa comata,0.8,18,0.27
54,d,Elymus elymoides,0.2,19,0.27
55,d,Elymus elymoides,1.4,20,0.27
56,c,Poa secunda,2.1,4,0.27
56,c,Poa secunda,4.9,12,0.27
57,b,Poa secunda,1.9,8,0.27
58,a,Poa secunda,1.4,4,0.27
58,a,Poa secunda,2.4,8,0.27
59,a,Poa secunda,1.2,6,0.27
60,a,Poa secunda,3.3,3,0.27
61,a,Poa secunda,1.9,6,0.27
61,c,Poa secunda,2.3,2,0.27
61,c,Poa secunda,1.9,3,0.27
63,a,Poa secunda,1,15,0.27
63,a,Elymus elymoides,0.9,15,0.27
63,c,Poa secunda,3.2,7,0.27
65,b,PG17,4.3,8,0.27
66,a,Poa secunda,1,8,0.27
66,a,Poa secunda,1.2,10,0.27
66,b,Achnatherum hymenoides,2,11,0.27
66,c,Elymus elymoides,0.8,16,0.27
66,d,Elymus elymoides,0.5,10,0.27
67,a,Poa secunda,1,15,0.27
67,a,Elymus elymoides,0.7,15,0.27
68,a,Hesperostipa comata,2.3,12,0.27
68,c,Hesperostipa comata,2.2,12,0.27
68,c,Hesperostipa comata,0.7,11,0.27
68,c,Poa secunda,1.2,3,0.27
68,d,Poa secunda,1.9,4,0.27
52,b,Poa secunda,6.2,6,0.28
53,d,Elymus elymoides,0.7,8,0.28
55,c,Poa secunda,1.6,5,0.28
55,c,Poa secunda,1.3,9,0.28
56,a,Poa secunda,1.7,7,0.28
56,a,Poa secunda,3.4,5,0.28
56,a,Poa secunda,1.2,7,0.28
56,c,Poa secunda,3.2,5,0.28
57,a,Poa secunda,0.9,5,0.28
57,c,Poa secunda,1,5,0.28
59,b,Poa secunda,1.2,8,0.28
59,c,Poa secunda,1.7,7,0.28
60,c,Poa secunda,1.6,6,0.28
61,d,Poa secunda,0.8,10,0.28
62,b,PG11,0.7,14,0.28
62,b,Poa secunda,2.6,10,0.28
62,d,PG11,0.9,18,0.28
63,a,Elymus elymoides,2.9,12,0.28
63,a,Elymus elymoides,3,12,0.28
64,b,Achnatherum hymenoides,1.2,20,0.28
65,b,PG20,3.3,6,0.28
65,d,PG19,2.7,16,0.28
65,d,PG19,0.9,22,0.28
66,a,Poa secunda,2.1,5,0.28
66,b,Elymus elymoides,1.2,12,0.28
66,c,Elymus elymoides,0.8,19,0.28
67,b,Poa secunda,0.7,10,0.28
68,b,Hesperostipa comata,2.1,10,0.28
68,d,Poa secunda,1.6,4,0.28
68,d,Elymus elymoides,1.1,23,0.28
53,d,Poa secunda,0.6,10,0.29
54,b,Elymus elymoides,0.6,12,0.29
59,b,Pseudoroegneria spicata,2.1,19,0.29
60,b,Poa secunda,0.7,4,0.29
61,a,Poa secunda,1.4,7,0.29
62,c,Poa secunda,2.6,2,0.29
62,c,PG11,1.6,12,0.29
62,c,Poa secunda,1.1,7,0.29
63,a,Poa secunda,1.3,5,0.29
63,b,Poa secunda,2.8,5,0.29
65,a,PG19,1.7,18,0.29
65,c,PG19,1.2,14,0.29
66,b,Elymus elymoides,0.9,10,0.29
68,c,Hesperostipa comata,1,10,0.29
68,d,Hesperostipa comata,1,13,0.29
52,a,Achnatherum hymenoides,1.6,9,0.3
53,c,Poa secunda,2.5,5,0.3
53,c,Poa secunda,3.7,3,0.3
53,d,Poa secunda,1.1,8,0.3
55,a,Elymus elymoides,1.9,7,0.3
55,b,Elymus elymoides,1.9,13,0.3
55,b,Poa secunda,1,13,0.3
56,c,Poa secunda,1.5,7,0.3
57,a,Elymus elymoides,0.7,20,0.3
58,d,Achnatherum hymenoides,0.8,15,0.3
59,d,Poa secunda,1.5,3,0.3
60,c,Hesperostipa comata,1.1,19,0.3
61,a,Poa secunda,2.5,5,0.3
61,b,PG09,1.4,13,0.3
62,c,Poa secunda,3.7,8,0.3
63,a,Poa secunda,0.8,11,0.3
63,b,PG14,2,12,0.3
63,b,PG14,1.8,11,0.3
63,c,Poa secunda,1.8,4,0.3
64,a,Elymus elymoides,3.1,13,0.3
64,d,Poa secunda,1.7,8,0.3
65,c,PG19,1.6,27,0.3
65,d,PG19,1.1,17,0.3
65,d,PG19,2.1,11,0.3
66,a,Poa secunda,1.6,11,0.3
66,d,Elymus elymoides,1.2,12,0.3
67,a,Poa secunda,0.9,9,0.3
67,d,Poa secunda,2.2,3,0.3
67,d,Pseudoroegneria spicata,1.6,18,0.3
68,a,Poa secunda,1.9,4,0.3
68,d,Hesperostipa comata,1,7,0.3
52,c,Elymus elymoides,1.6,12,0.31
52,d,Achnatherum hymenoides,0.8,18,0.31
53,b,Poa secunda,2.4,10,0.31
54,d,Achnatherum hymenoides,2.8,12,0.31
55,b,Elymus elymoides,0.6,15,0.31
55,c,Poa secunda,1.2,10,0.31
57,b,Poa secunda,1.2,8,0.31
57,c,Elymus elymoides,0.5,26,0.31
58,d,Elymus elymoides,0.5,28,0.31
59,a,Elymus elymoides,1.9,8,0.31
59,c,Poa secunda,1.6,3,0.31
60,d,Poa secunda,1.2,6,0.31
61,b,Poa secunda,1.5,8,0.31
61,b,Poa secunda,1.5,3,0.31
61,c,PG10,1.4,11,0.31
62,d,Elymus elymoides,0.4,20,0.31
63,c,PG14,1.4,10,0.31
64,c,Elymus elymoides,0.6,13,0.31
64,d,Hesperostipa comata,1.2,17,0.31
65,b,PG18,1.1,13,0.31
65,c,PG19,0.8,24,0.31
67,a,Poa secunda,1.6,9,0.31
67,a,Elymus elymoides,1,8,0.31
67,b,Elymus elymoides,0.7,16,0.31
68,b,Poa secunda,1,14,0.31
53,c,Poa secunda,4.1,4,0.32
53,c,Poa secunda,0.4,8,0.32
54,c,Achnatherum hymenoides,0.5,15,0.32
55,a,Poa secunda,2.7,6,0.32
56,a,Poa secunda,1.2,9,0.32
56,b,Poa secunda,1.6,6,0.32
58,c,Elymus elymoides,0.4,16,0.32
60,a,Poa secunda,1.6,4,0.32
62,d,PG11,2.6,10,0.32
65,a,PG19,1.8,33,0.32
65,d,PG19,2.5,23,0.32
67,b,Poa secunda,2.4,5,0.32
67,c,Poa secunda,0.6,7,0.32
67,d,Pseudoroegneria spicata,0.7,17,0.32
68,b,Hesperostipa comata,1.9,10,0.32
53,a,Elymus elymoides,4,10,0.33
53,a,Elymus elymoides,1.3,9,0.33
53,c,Poa secunda,0.6,15,0.33
54,d,Achnatherum hymenoides,0.3,22,0.33
55,b,Poa secunda,3.6,11,0.33
55,b,Elymus elymoides,1.2,18,0.33
58,b,Poa secunda,0.5,12,0.33
58,d,Elymus elymoides,0.4,23,0.33
59,c,Poa secunda,4.1,4,0.33
60,c,Poa secunda,2.6,3,0.33
60,d,Poa secunda,0.7,7,0.33
61,c,Poa secunda,1.9,7,0.33
63,a,Poa secunda,2.7,7,0.33
63,b,PG14,3.7,11,0.33
63,c,PG15,1.4,7,0.33
64,a,Achnatherum hymenoides,2.2,21,0.33
64,c,Poa secunda,0.5,14,0.33
65,b,PG18,2.8,13,0.33
65,c,Hesperostipa comata,1,13,0.33
66,d,Elymus elymoides,0.9,10,0.33
67,c,Pseudoroegneria spicata,2.7,13,0.33
52,c,Elymus elymoides,2.3,10,0.34
53,d,Elymus elymoides,0.6,21,0.34
60,b,Poa secunda,2.5,4,0.34
61,c,Poa secunda,1,9,0.34
62,c,PG11,1.2,11,0.34
65,b,PG20,1.2,15,0.34
65,b,PG18,1.8,18,0.34
66,c,Elymus elymoides,1.2,12,0.34
67,a,Poa secunda,3.5,7,0.34
67,a,Poa secunda,2.6,3,0.34
68,b,Hesperostipa comata,0.8,17,0.34
52,b,Elymus elymoides,0.8,13,0.35
52,b,Elymus elymoides,3.1,7,0.35
54,c,Poa secunda,2,9,0.35
54,c,Poa secunda,0.6,10,0.35
54,c,Achnatherum hymenoides,0.8,15,0.35
54,d,Poa secunda,0.7,8,0.35
55,d,Poa secunda,2.7,8,0.35
56,b,Poa secunda,3.5,5,0.35
57,a,Poa secunda,1.2,5,0.35
57,c,Hesperostipa comata,1.9,14,0.35
57,c,Poa secunda,2.1,4,0.35
57,d,Poa secunda,3.1,6,0.35
57,d,Poa secunda,3.1,6,0.35
58,c,Elymus elymoides,1.2,18,0.35
58,c,Elymus elymoides,3.2,11,0.35
59,a,Pseudoroegneria spicata,3,3,0.35
59,b,Poa secunda,1.3,4,0.35
59,b,Poa secunda,1.9,4,0.35
60,c,Poa secunda,0.9,8,0.35
60,d,Hesperostipa comata,1.5,10,0.35
61,b,Poa secunda,1.1,9,0.35
61,c,Poa secunda,1.4,4,0.35
63,a,Poa secunda,3.5,7,0.35
63,d,Poa secunda,3.3,4,0.35
64,b,Elymus elymoides,0.8,15,0.35
64,d,Achnatherum hymenoides,0.7,26,0.35
65,a,PG19,3.3,20,0.35
65,a,PG18,2.7,9,0.35
65,d,PG19,2.7,20,0.35
66,c,Elymus elymoides,1.1,16,0.35
68,c,Poa secunda,0.9,3,0.35
53,b,Poa secunda,1.2,10,0.36
56,d,Achnatherum hymenoides,0.8,17,0.36
56,d,Pseudoroegneria spicata,0.6,20,0.36
57,d,Poa secunda,0.8,14,0.36
61,b,Poa secunda,1,10,0.36
61,b,Poa secunda,3.8,4,0.36
62,a,Poa secunda,2.2,5,0.36
64,a,Hesperostipa comata,1.3,15,0.36
65,d,PG19,1.3,25,0.36
65,d,Hesperostipa comata,1.8,12,0.36
66,a,Elymus elymoides,1.1,12,0.36
67,b,Poa secunda,1.2,3,0.36
68,c,Hesperostipa comata,1,13,0.36
52,b,Elymus elymoides,1.6,15,0.37
55,a,Poa secunda,2,11,0.37
56,b,Poa secunda,3.2,5,0.37
56,b,Poa secunda,2.2,6,0.37
56,c,Poa secunda,3,5,0.37
58,a,Poa secunda,3,6,0.37
58,d,Elymus elymoides,0.8,20,0.37
59,b,Poa secunda,1.3,5,0.37
59,b,Poa secunda,1.7,8,0.37
59,c,Poa secunda,3.1,3,0.37
61,d,PG09,1.8,10,0.37
62,d,Elymus elymoides,1.1,15,0.37
63,a,PG14,1.6,14,0.37
65,b,PG20,0.7,24,0.37
66,b,Elymus elymoides,3.3,10,0.37
66,b,Elymus elymoides,1.1,16,0.37
67,c,Poa secunda,0.7,6,0.37
52,c,Elymus elymoides,1.6,16,0.38
53,d,Poa secunda,2.8,15,0.38
54,c,Achnatherum hymenoides,3.5,13,0.38
55,c,Poa secunda,0.6,12,0.38
56,b,Poa secunda,2.1,6,0.38
57,b,Poa secunda,2.8,5,0.38
57,b,Poa secunda,0.9,5,0.38
57,d,Hesperostipa comata,1.7,12,0.38
58,c,Elymus elymoides,1.1,17,0.38
58,c,Elymus elymoides,0.7,22,0.38
59,a,Poa secunda,1.9,5,0.38
59,a,Elymus elymoides,1.2,14,0.38
59,c,Elymus elymoides,1.2,12,0.38
60,a,Poa secunda,2,5,0.38
60,b,Hesperostipa comata,3.7,9,0.38
60,c,Poa secunda,0.9,8,0.38
62,a,Poa secunda,1.9,11,0.38
63,a,Elymus elymoides,2.7,17,0.38
64,c,Poa secunda,0.4,16,0.38
65,a,Hesperostipa comata,3.4,13,0.38
65,b,PG20,2.4,8,0.38
65,b,PG19,2,17,0.38
65,c,Hesperostipa comata,0.5,15,0.38
65,d,PG19,2.4,18,0.38
66,a,Elymus elymoides,1.4,10,0.38
66,b,Elymus elymoides,2.7,10,0.38
66,b,Poa secunda,2.8,4,0.38
66,d,Poa secunda,1.5,9,0.38
67,a,Elymus elymoides,1.5,15,0.38
68,a,Poa secunda,1.4,3,0.38
68,a,Poa secunda,1.7,3,0.38
68,b,Poa secunda,1.3,3,0.38
52,b,Achnatherum hymenoides,1.9,11,0.39
53,a,Poa secunda,1.3,5,0.39
53,b,Poa secunda,3,6,0.39
54,a,Achnatherum hymenoides,1.2,13,0.39
55,a,Poa secunda,3,3,0.39
55,b,Poa secunda,1.5,6,0.39
55,d,Poa secunda,1.3,10,0.39
57,c,Poa secunda,2.5,4,0.39
58,c,Elymus elymoides,0.8,16,0.39
59,b,Poa secunda,2,6,0.39
59,d,Poa secunda,3,6,0.39
60,c,Poa secunda,3.1,4,0.39
62,c,Poa secunda,1.4,21,0.39
62,d,Elymus elymoides,0.8,21,0.39
63,c,PG15,3.9,9,0.39
63,d,Poa secunda,3.3,5,0.39
64,a,Achnatherum hymenoides,1.7,17,0.39
64,c,Poa secunda,1.9,9,0.39
66,d,Elymus elymoides,1.2,11,0.39
68,d,Hesperostipa comata,1.9,11,0.39
68,d,Hesperostipa comata,2.6,13,0.39
54,b,Elymus elymoides,0.4,11,0.4
54,c,Achnatherum hymenoides,1.4,13,0.4
55,a,Poa secunda,3.5,5,0.4
56,b,Poa secunda,2,4,0.4
57,a,Poa secunda,1,8,0.4
57,c,Poa secunda,1.2,7,0.4
58,c,Elymus elymoides,0.7,20,0.4
58,c,Elymus elymoides,0.8,18,0.4
58,c,Elymus elymoides,1.1,22,0.4
60,d,Hesperostipa comata,3.2,12,0.4
61,c,Poa secunda,3.3,6,0.4
62,b,Poa secunda,2.1,12,0.4
63,b,Poa secunda,2.1,4,0.4
63,b,PG14,1.2,24,0.4
63,d,Poa secunda,2.6,5,0.4
64,c,Poa secunda,0.9,11,0.4
68,c,Poa secunda,2.3,9,0.4
53,b,Poa secunda,5.5,8,0.41
55,c,Poa secunda,1.2,12,0.41
56,c,Poa secunda,5.3,3,0.41
57,c,Poa secunda,2,11,0.41
57,d,Hesperostipa comata,1,17,0.41
59,d,Poa secunda,1,4,0.41
60,d,Hesperostipa comata,1.8,8,0.41
61,b,Poa secunda,2.7,6,0.41
61,d,Poa secunda,3,4,0.41
61,d,PG09,1.8,11,0.41
62,a,Poa secunda,0.4,6,0.41
62,b,Poa secunda,2,11,0.41
62,c,Poa secunda,1.7,12,0.41
63,b,Poa secunda,1.4,6,0.41
64,a,Achnatherum hymenoides,1.6,30,0.41
64,b,Elymus elymoides,0.8,17,0.41
64,b,Poa secunda,0.9,13,0.41
65,a,PG18,1.7,10,0.41
66,a,Poa secunda,1.5,6,0.41
66,b,Poa secunda,0.9,9,0.41
66,c,Elymus elymoides,1.3,24,0.41
67,d,Poa secunda,3.3,5,0.41
68,a,Hesperostipa comata,1.7,13,0.41
54,c,Poa secunda,3.6,8,0.42
56,b,Poa secunda,1.6,5,0.42
57,a,Poa secunda,1.4,10,0.42
58,b,Poa secunda,1.3,12,0.42
59,b,Poa secunda,1.6,12,0.42
62,d,Poa secunda,2.1,4,0.42
62,d,Poa secunda,1.9,9,0.42
62,d,Poa secunda,1.8,11,0.42
64,a,Elymus elymoides,1.2,17,0.42
64,a,Achnatherum hymenoides,1.9,12,0.42
64,b,Achnatherum hymenoides,1.9,13,0.42
65,a,PG17,1.1,11,0.42
65,b,PG20,2.4,7,0.42
66,a,Poa secunda,1.1,6,0.42
67,b,Poa secunda,3.1,5,0.42
52,c,Achnatherum hymenoides,0.4,19,0.43
52,c,Achnatherum hymenoides,1.3,9,0.43
53,b,Poa secunda,1.8,13,0.43
54,c,Elymus elymoides,1.5,12,0.43
56,a,Elymus elymoides,1.9,17,0.43
56,c,Poa secunda,1.9,16,0.43
57,b,Poa secunda,2.3,4,0.43
57,c,Poa secunda,2,3,0.43
59,b,Poa secunda,3,7,0.43
60,b,Poa secunda,2.3,4,0.43
60,c,Poa secunda,2.1,7,0.43
61,c,Poa secunda,2.1,7,0.43
61,d,PG09,3.1,9,0.43
62,a,Poa secunda,2.8,11,0.43
62,c,Poa secunda,2.2,18,0.43
66,a,Poa secunda,1.3,8,0.43
68,d,Poa secunda,4,3,0.43
